Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
15-Aug,1.8,7.78,141.7072,Knitting Wool,Tonnes,169
15-Sep,1.3,7.78,142.7072,Knitting Wool,Tonnes,167
15-Oct,1.6,7.57,143.7072,Knitting Wool,Tonnes,167
15-Nov,2.7,7.32,144.7072,Knitting Wool,Tonnes,170
15-Dec,3.2,7.28,145.7072,Knitting Wool,Tonnes,166
16-Jan,3.3,7.15,146.7072,Knitting Wool,Tonnes,161
16-Feb,4,7.28,147.7072,Knitting Wool,Tonnes,164
16-Mar,3.9,7.13,148.7072,Knitting Wool,Tonnes,163
16-Apr,4.2,6.03,149.7072,Knitting Wool,Tonnes,151
16-May,3.2,7.07,150.7072,Knitting Wool,Tonnes,154
16-Jun,3.2,7.15,151.7072,Knitting Wool,Tonnes,158
16-Jul,4.1,6.95,152.7072,Knitting Wool,Tonnes,158
16-Aug,3.6,6.82,153.7072,Knitting Wool,Tonnes,162
16-Sep,3.9,6.9,154.7072,Knitting Wool,Tonnes,159
16-Oct,4.2,6.96,155.7072,Knitting Wool,Tonnes,161
16-Nov,3.8,6.84,156.7072,Knitting Wool,Tonnes,161
16-Dec,3.7,7,157.7072,Knitting Wool,Tonnes,155
17-Jan,3.7,7.09,158.7072,Knitting Wool,Tonnes,158
17-Feb,4.2,6.95,159.7072,Knitting Wool,Tonnes,160
17-Mar,4.9,6.93,160.7072,Knitting Wool,Tonnes,165
17-Apr,4.8,6.9,161.7072,Knitting Wool,Tonnes,146
17-May,5,6.93,162.7072,Knitting Wool,Tonnes,144
17-Jun,3.9,7.07,163.7072,Knitting Wool,Tonnes,169
17-Jul,2.9,7.03,164.7072,Knitting Wool,Tonnes,168
17-Aug,3.4,6.86,165.7072,Knitting Wool,Tonnes,175
17-Sep,3.9,6.92,166.7072,Knitting Wool,Tonnes,136
17-Oct,3.8,7.01,167.7072,Knitting Wool,Tonnes,135
17-Nov,4,7.07,168.7072,Knitting Wool,Tonnes,134
17-Dec,4.6,7.04,169.7072,Knitting Wool,Tonnes,144
18-Jan,4.4,7.11,170.7072,Knitting Wool,Tonnes,125
18-Feb,3.8,7.01,171.7072,Knitting Wool,Tonnes,133
18-Mar,3.2,7,172.7072,Knitting Wool,Tonnes,131
18-Apr,3.7,7.22,173.7072,Knitting Wool,Tonnes,121
18-May,4.2,7.16,174.7072,Knitting Wool,Tonnes,123
18-Jun,5.2,7.45,175.7072,Knitting Wool,Tonnes,122
18-Jul,5.8,7.72,176.7072,Knitting Wool,Tonnes,143
18-Aug,5.8,7.94,177.7072,Knitting Wool,Tonnes,143
18-Sep,5.1,8.12,178.7072,Knitting Wool,Tonnes,147
18-Oct,6.8,8.81,179.7072,Knitting Wool,Tonnes,134
18-Nov,6.5,9.13,180.7072,Knitting Wool,Tonnes,133
18-Dec,6.2,9.73,181.7072,Knitting Wool,Tonnes,134
19-Jan,7.2,10.66,182.7072,Knitting Wool,Tonnes,125
19-Feb,8.2,10.49,183.7072,Knitting Wool,Tonnes,132
19-Mar,9.4,10.67,184.7072,Knitting Wool,Tonnes,133
19-Apr,8.8,11.18,185.7072,Knitting Wool,Tonnes,132
19-May,9.1,11.6,186.7072,Knitting Wool,Tonnes,132
19-Jun,8.9,12.43,187.7072,Knitting Wool,Tonnes,140
19-Jul,10.3,13.26,188.7072,Knitting Wool,Tonnes,91
19-Aug,11.6,13.09,189.7072,Knitting Wool,Tonnes,89
19-Sep,12.6,13.51,190.7072,Knitting Wool,Tonnes,90
19-Oct,11.1,13.67,191.7072,Knitting Wool,Tonnes,105
19-Nov,12.3,13.84,192.7072,Knitting Wool,Tonnes,107
19-Dec,12.4,13.84,193.7072,Knitting Wool,Tonnes,93
13-Jan,8.1,10.61,110.7072,Sole Leather,Tonnes,51
13-Feb,7.4,10.53,111.7072,Sole Leather,Tonnes,30
13-Mar,6.6,10.46,112.7072,Sole Leather,Tonnes,35
13-Apr,5.8,10.51,113.7072,Sole Leather,Tonnes,32
13-May,5.1,10.65,114.7072,Sole Leather,Tonnes,36
13-Jun,5.9,10.56,115.7072,Sole Leather,Tonnes,26
13-Jul,8.3,10.2,116.7072,Sole Leather,Tonnes,30
13-Aug,8.5,9.69,117.7072,Sole Leather,Tonnes,22
13-Sep,7.4,9.7,118.7072,Sole Leather,Tonnes,20
13-Oct,9.1,10.38,119.7072,Sole Leather,Tonnes,21
13-Nov,10.9,10,120.7072,Sole Leather,Tonnes,21
13-Dec,9.2,10.54,121.7072,Sole Leather,Tonnes,18
14-Jan,7.9,11.02,122.7072,Sole Leather,Tonnes,51
14-Feb,7.9,10.66,123.7072,Sole Leather,Tonnes,27
14-Mar,8.5,10.53,124.7072,Sole Leather,Tonnes,27
14-Apr,9.2,10.81,125.7072,Sole Leather,Tonnes,22
14-May,8.3,10.59,126.7072,Sole Leather,Tonnes,20
14-Jun,8.2,10.37,127.7072,Sole Leather,Tonnes,24
14-Jul,7.9,10.38,128.7072,Sole Leather,Tonnes,26
14-Aug,7,10.33,129.7072,Sole Leather,Tonnes,23
14-Sep,7.7,10.3,130.7072,Sole Leather,Tonnes,24
14-Oct,5.8,10.48,131.7072,Sole Leather,Tonnes,26
14-Nov,4,10.41,132.7072,Sole Leather,Tonnes,29
14-Dec,4.3,10.28,133.7072,Sole Leather,Tonnes,15
15-Jan,3.9,10.35,134.7072,Sole Leather,Tonnes,12
15-Feb,3.2,9.5,135.7072,Sole Leather,Tonnes,17
15-Mar,2.5,9.31,136.7072,Sole Leather,Tonnes,16
15-Apr,2.1,8.85,137.7072,Sole Leather,Tonnes,20
15-May,3.2,8.61,138.7072,Sole Leather,Tonnes,12
15-Jun,3.2,8.24,139.7072,Sole Leather,Tonnes,21
15-Jul,1.9,7.88,140.7072,Sole Leather,Tonnes,19
15-Aug,1.8,7.78,141.7072,Sole Leather,Tonnes,20
15-Sep,1.3,7.78,142.7072,Sole Leather,Tonnes,29
15-Oct,1.6,7.57,143.7072,Sole Leather,Tonnes,21
15-Nov,2.7,7.32,144.7072,Sole Leather,Tonnes,24
15-Dec,3.2,7.28,145.7072,Sole Leather,Tonnes,15
16-Jan,3.3,7.15,146.7072,Sole Leather,Tonnes,15
16-Feb,4,7.28,147.7072,Sole Leather,Tonnes,11
16-Mar,3.9,7.13,148.7072,Sole Leather,Tonnes,11
16-Apr,4.2,6.03,149.7072,Sole Leather,Tonnes,11
16-May,3.2,7.07,150.7072,Sole Leather,Tonnes,11
16-Jun,3.2,7.15,151.7072,Sole Leather,Tonnes,11
16-Jul,4.1,6.95,152.7072,Sole Leather,Tonnes,12
16-Aug,3.6,6.82,153.7072,Sole Leather,Tonnes,12
16-Sep,3.9,6.9,154.7072,Sole Leather,Tonnes,12
16-Oct,4.2,6.96,155.7072,Sole Leather,Tonnes,12
16-Nov,3.8,6.84,156.7072,Sole Leather,Tonnes,12
16-Dec,3.7,7,157.7072,Sole Leather,Tonnes,12
17-Jan,3.7,7.09,158.7072,Sole Leather,Tonnes,14
17-Feb,4.2,6.95,159.7072,Sole Leather,Tonnes,14
17-Mar,4.9,6.93,160.7072,Sole Leather,Tonnes,14
17-Apr,4.8,6.9,161.7072,Sole Leather,Tonnes,14
17-May,5,6.93,162.7072,Sole Leather,Tonnes,14
17-Jun,3.9,7.07,163.7072,Sole Leather,Tonnes,14
17-Jul,2.9,7.03,164.7072,Sole Leather,Tonnes,14
17-Aug,3.4,6.86,165.7072,Sole Leather,Tonnes,14
17-Sep,3.9,6.92,166.7072,Sole Leather,Tonnes,14
17-Oct,3.8,7.01,167.7072,Sole Leather,Tonnes,14
17-Nov,4,7.07,168.7072,Sole Leather,Tonnes,14
17-Dec,4.6,7.04,169.7072,Sole Leather,Tonnes,14
18-Jan,4.4,7.11,170.7072,Sole Leather,Tonnes,14
18-Feb,3.8,7.01,171.7072,Sole Leather,Tonnes,14
18-Mar,3.2,7,172.7072,Sole Leather,Tonnes,14
18-Apr,3.7,7.22,173.7072,Sole Leather,Tonnes,14
18-May,4.2,7.16,174.7072,Sole Leather,Tonnes,14
18-Jun,5.2,7.45,175.7072,Sole Leather,Tonnes,14
18-Jul,5.8,7.72,176.7072,Sole Leather,Tonnes,14
18-Aug,5.8,7.94,177.7072,Sole Leather,Tonnes,14
18-Sep,5.1,8.12,178.7072,Sole Leather,Tonnes,14
18-Oct,6.8,8.81,179.7072,Sole Leather,Tonnes,14
18-Nov,6.5,9.13,180.7072,Sole Leather,Tonnes,14
18-Dec,6.2,9.73,181.7072,Sole Leather,Tonnes,14
19-Jan,7.2,10.66,182.7072,Sole Leather,Tonnes,14
19-Feb,8.2,10.49,183.7072,Sole Leather,Tonnes,14
19-Mar,9.4,10.67,184.7072,Sole Leather,Tonnes,14
19-Apr,8.8,11.18,185.7072,Sole Leather,Tonnes,14
19-May,9.1,11.6,186.7072,Sole Leather,Tonnes,14
19-Jun,8.9,12.43,187.7072,Sole Leather,Tonnes,14
19-Jul,10.3,13.26,188.7072,Sole Leather,Tonnes,14
19-Aug,11.6,13.09,189.7072,Sole Leather,Tonnes,14
19-Sep,12.6,13.51,190.7072,Sole Leather,Tonnes,14
19-Oct,11.1,13.67,191.7072,Sole Leather,Tonnes,14
19-Nov,12.3,13.84,192.7072,Sole Leather,Tonnes,14
19-Dec,12.4,13.84,193.7072,Sole Leather,Tonnes,14
13-Jan,8.1,10.61,110.7072,Footwear,000' Pairs,5553
13-Feb,7.4,10.53,111.7072,Footwear,000' Pairs,"3,647"
13-Mar,6.6,10.46,112.7072,Footwear,000' Pairs,"3,437"
13-Apr,5.8,10.51,113.7072,Footwear,000' Pairs,"4,468"
13-May,5.1,10.65,114.7072,Footwear,000' Pairs,"3,928"
13-Jun,5.9,10.56,115.7072,Footwear,000' Pairs,"4,218"
13-Jul,8.3,10.2,116.7072,Footwear,000' Pairs,"4,051"
13-Aug,8.5,9.69,117.7072,Footwear,000' Pairs,"3,970"
13-Sep,7.4,9.7,118.7072,Footwear,000' Pairs,"3,073"
13-Oct,9.1,10.38,119.7072,Footwear,000' Pairs,"3,394"
13-Nov,10.9,10,120.7072,Footwear,000' Pairs,"3,006"
13-Dec,9.2,10.54,121.7072,Footwear,000' Pairs,"3,565"
14-Jan,7.9,11.02,122.7072,Footwear,000' Pairs,"5,553"
14-Feb,7.9,10.66,123.7072,Footwear,000' Pairs,"4,405"
14-Mar,8.5,10.53,124.7072,Footwear,000' Pairs,"4,405"
14-Apr,9.2,10.81,125.7072,Footwear,000' Pairs,"4,976"
14-May,8.3,10.59,126.7072,Footwear,000' Pairs,"4,741"
14-Jun,8.2,10.37,127.7072,Footwear,000' Pairs,"4,484"
14-Jul,7.9,10.38,128.7072,Footwear,000' Pairs,"4,438"
14-Aug,7,10.33,129.7072,Footwear,000' Pairs,"3,388"
14-Sep,7.7,10.3,130.7072,Footwear,000' Pairs,"5,037"
14-Oct,5.8,10.48,131.7072,Footwear,000' Pairs,"5,528"
14-Nov,4,10.41,132.7072,Footwear,000' Pairs,"5,240"
14-Dec,4.3,10.28,133.7072,Footwear,000' Pairs,"3,071"
15-Jan,3.9,10.35,134.7072,Footwear,000' Pairs,"4,806"
15-Feb,3.2,9.5,135.7072,Footwear,000' Pairs,"4,309"
15-Mar,2.5,9.31,136.7072,Footwear,000' Pairs,"4,282"
15-Apr,2.1,8.85,137.7072,Footwear,000' Pairs,"5,365"
15-May,3.2,8.61,138.7072,Footwear,000' Pairs,"4,586"
15-Jun,3.2,8.24,139.7072,Footwear,000' Pairs,"5,096"
15-Jul,1.9,7.88,140.7072,Footwear,000' Pairs,"4,098"
15-Aug,1.8,7.78,141.7072,Footwear,000' Pairs,"3,439"
15-Sep,1.3,7.78,142.7072,Footwear,000' Pairs,"5,057"
15-Oct,1.6,7.57,143.7072,Footwear,000' Pairs,"5,636"
15-Nov,2.7,7.32,144.7072,Footwear,000' Pairs,"5,338"
15-Dec,3.2,7.28,145.7072,Footwear,000' Pairs,"5,066"
16-Jan,3.3,7.15,146.7072,Footwear,000' Pairs,"7,518"
16-Feb,4,7.28,147.7072,Footwear,000' Pairs,"4,660"
16-Mar,3.9,7.13,148.7072,Footwear,000' Pairs,"4,658"
16-Apr,4.2,6.03,149.7072,Footwear,000' Pairs,"5,449"
16-May,3.2,7.07,150.7072,Footwear,000' Pairs,"5,023"
16-Jun,3.2,7.15,151.7072,Footwear,000' Pairs,"4,520"
16-Jul,4.1,6.95,152.7072,Footwear,000' Pairs,"3,585"
16-Aug,3.6,6.82,153.7072,Footwear,000' Pairs,"2,857"
16-Sep,3.9,6.9,154.7072,Footwear,000' Pairs,"3,100"
16-Oct,4.2,6.96,155.7072,Footwear,000' Pairs,"3,193"
16-Nov,3.8,6.84,156.7072,Footwear,000' Pairs,"3,408"
16-Dec,3.7,7,157.7072,Footwear,000' Pairs,"3,692"
17-Jan,3.7,7.09,158.7072,Footwear,000' Pairs,"4,825"
17-Feb,4.2,6.95,159.7072,Footwear,000' Pairs,"4,291"
17-Mar,4.9,6.93,160.7072,Footwear,000' Pairs,"3,716"
17-Apr,4.8,6.9,161.7072,Footwear,000' Pairs,"3,937"
17-May,5,6.93,162.7072,Footwear,000' Pairs,"4,223"
17-Jun,3.9,7.07,163.7072,Footwear,000' Pairs,"4,649"
17-Jul,2.9,7.03,164.7072,Footwear,000' Pairs,"3,115"
17-Aug,3.4,6.86,165.7072,Footwear,000' Pairs,"3,177"
17-Sep,3.9,6.92,166.7072,Footwear,000' Pairs,"2,913"
17-Oct,3.8,7.01,167.7072,Footwear,000' Pairs,"3,513"
17-Nov,4,7.07,168.7072,Footwear,000' Pairs,"3,219"
17-Dec,4.6,7.04,169.7072,Footwear,000' Pairs,"2,914"
18-Jan,4.4,7.11,170.7072,Footwear,000' Pairs,"3,181"
18-Feb,3.8,7.01,171.7072,Footwear,000' Pairs,"3,099"
18-Mar,3.2,7,172.7072,Footwear,000' Pairs,"3,061"
18-Apr,3.7,7.22,173.7072,Footwear,000' Pairs,"3,080"
18-May,4.2,7.16,174.7072,Footwear,000' Pairs,"3,245"
18-Jun,5.2,7.45,175.7072,Footwear,000' Pairs,"3,051"
18-Jul,5.8,7.72,176.7072,Footwear,000' Pairs,"3,145"
18-Aug,5.8,7.94,177.7072,Footwear,000' Pairs,"3,156"
18-Sep,5.1,8.12,178.7072,Footwear,000' Pairs,"3,159"
18-Oct,6.8,8.81,179.7072,Footwear,000' Pairs,"3,119"
18-Nov,6.5,9.13,180.7072,Footwear,000' Pairs,"3,031"
18-Dec,6.2,9.73,181.7072,Footwear,000' Pairs,"3,045"
19-Jan,7.2,10.66,182.7072,Footwear,000' Pairs,"3,181"
19-Feb,8.2,10.49,183.7072,Footwear,000' Pairs,"3,205"
19-Mar,9.4,10.67,184.7072,Footwear,000' Pairs,"3,495"
19-Apr,8.8,11.18,185.7072,Footwear,000' Pairs,"3,532"
19-May,9.1,11.6,186.7072,Footwear,000' Pairs,"3,366"
19-Jun,8.9,12.43,187.7072,Footwear,000' Pairs,"3,371"
19-Jul,10.3,13.26,188.7072,Footwear,000' Pairs,"3,429"
19-Aug,11.6,13.09,189.7072,Footwear,000' Pairs,"3,437"
19-Sep,12.6,13.51,190.7072,Footwear,000' Pairs,"3,199"
19-Oct,11.1,13.67,191.7072,Footwear,000' Pairs,"3,499"
19-Nov,12.3,13.84,192.7072,Footwear,000' Pairs,"3,588"
19-Dec,12.4,13.84,193.7072,Footwear,000' Pairs,"3,740"
13-Jan,8.1,10.61,110.7072,Plywood,000' Sq Feet,3191
13-Feb,7.4,10.53,111.7072,Plywood,000' Sq Feet,"3,179"
13-Mar,6.6,10.46,112.7072,Plywood,000' Sq Feet,"3,291"
13-Apr,5.8,10.51,113.7072,Plywood,000' Sq Feet,"2,995"
13-May,5.1,10.65,114.7072,Plywood,000' Sq Feet,"3,525"
13-Jun,5.9,10.56,115.7072,Plywood,000' Sq Feet,"3,540"
13-Jul,8.3,10.2,116.7072,Plywood,000' Sq Feet,"2,904"
13-Aug,8.5,9.69,117.7072,Plywood,000' Sq Feet,"3,612"
13-Sep,7.4,9.7,118.7072,Plywood,000' Sq Feet,"3,065"
13-Oct,9.1,10.38,119.7072,Plywood,000' Sq Feet,"3,486"
13-Nov,10.9,10,120.7072,Plywood,000' Sq Feet,"3,603"
13-Dec,9.2,10.54,121.7072,Plywood,000' Sq Feet,"2,845"
14-Jan,7.9,11.02,122.7072,Plywood,000' Sq Feet,"3,191"
14-Feb,7.9,10.66,123.7072,Plywood,000' Sq Feet,"3,143"
14-Mar,8.5,10.53,124.7072,Plywood,000' Sq Feet,"3,143"
14-Apr,9.2,10.81,125.7072,Plywood,000' Sq Feet,"2,633"
14-May,8.3,10.59,126.7072,Plywood,000' Sq Feet,"2,304"
14-Jun,8.2,10.37,127.7072,Plywood,000' Sq Feet,"2,018"
14-Jul,7.9,10.38,128.7072,Plywood,000' Sq Feet,"1,828"
14-Aug,7,10.33,129.7072,Plywood,000' Sq Feet,"1,821"
14-Sep,7.7,10.3,130.7072,Plywood,000' Sq Feet,"1,841"
14-Oct,5.8,10.48,131.7072,Plywood,000' Sq Feet,"1,845"
14-Nov,4,10.41,132.7072,Plywood,000' Sq Feet,"1,580"
14-Dec,4.3,10.28,133.7072,Plywood,000' Sq Feet,"1,588"
15-Jan,3.9,10.35,134.7072,Plywood,000' Sq Feet,"1,610"
15-Feb,3.2,9.5,135.7072,Plywood,000' Sq Feet,"1,711"
15-Mar,2.5,9.31,136.7072,Plywood,000' Sq Feet,"1,781"
15-Apr,2.1,8.85,137.7072,Plywood,000' Sq Feet,"2,325"
15-May,3.2,8.61,138.7072,Plywood,000' Sq Feet,"2,220"
15-Jun,3.2,8.24,139.7072,Plywood,000' Sq Feet,"2,199"
15-Jul,1.9,7.88,140.7072,Plywood,000' Sq Feet,"1,993"
15-Aug,1.8,7.78,141.7072,Plywood,000' Sq Feet,"2,056"
15-Sep,1.3,7.78,142.7072,Plywood,000' Sq Feet,"2,056"
15-Oct,1.6,7.57,143.7072,Plywood,000' Sq Feet,"2,100"
15-Nov,2.7,7.32,144.7072,Plywood,000' Sq Feet,"2,089"
15-Dec,3.2,7.28,145.7072,Plywood,000' Sq Feet,"2,200"
16-Jan,3.3,7.15,146.7072,Plywood,000' Sq Feet,"2,110"
16-Feb,4,7.28,147.7072,Plywood,000' Sq Feet,"1,991"
16-Mar,3.9,7.13,148.7072,Plywood,000' Sq Feet,"2,006"
16-Apr,4.2,6.03,149.7072,Plywood,000' Sq Feet,"1,848"
16-May,3.2,7.07,150.7072,Plywood,000' Sq Feet,"1,597"
16-Jun,3.2,7.15,151.7072,Plywood,000' Sq Feet,"1,612"
16-Jul,4.1,6.95,152.7072,Plywood,000' Sq Feet,"1,608"
16-Aug,3.6,6.82,153.7072,Plywood,000' Sq Feet,"1,647"
16-Sep,3.9,6.9,154.7072,Plywood,000' Sq Feet,"2,539"
16-Oct,4.2,6.96,155.7072,Plywood,000' Sq Feet,"2,584"
16-Nov,3.8,6.84,156.7072,Plywood,000' Sq Feet,"2,390"
16-Dec,3.7,7,157.7072,Plywood,000' Sq Feet,"1,805"
17-Jan,3.7,7.09,158.7072,Plywood,000' Sq Feet,"1,817"
17-Feb,4.2,6.95,159.7072,Plywood,000' Sq Feet,"1,816"
17-Mar,4.9,6.93,160.7072,Plywood,000' Sq Feet,"1,815"
17-Apr,4.8,6.9,161.7072,Plywood,000' Sq Feet,"1,752"
17-May,5,6.93,162.7072,Plywood,000' Sq Feet,"1,863"
17-Jun,3.9,7.07,163.7072,Plywood,000' Sq Feet,"1,922"
17-Jul,2.9,7.03,164.7072,Plywood,000' Sq Feet,"1,950"
17-Aug,3.4,6.86,165.7072,Plywood,000' Sq Feet,"2,061"
17-Sep,3.9,6.92,166.7072,Plywood,000' Sq Feet,"1,982"
17-Oct,3.8,7.01,167.7072,Plywood,000' Sq Feet,"1,893"
17-Nov,4,7.07,168.7072,Plywood,000' Sq Feet,"1,088"
17-Dec,4.6,7.04,169.7072,Plywood,000' Sq Feet,"1,292"
18-Jan,4.4,7.11,170.7072,Plywood,000' Sq Feet,"1,950"
18-Feb,3.8,7.01,171.7072,Plywood,000' Sq Feet,"1,869"
18-Mar,3.2,7,172.7072,Plywood,000' Sq Feet,"2,296"
18-Apr,3.7,7.22,173.7072,Plywood,000' Sq Feet,"2,278"
18-May,4.2,7.16,174.7072,Plywood,000' Sq Feet,"2,293"
18-Jun,5.2,7.45,175.7072,Plywood,000' Sq Feet,"1,936"
18-Jul,5.8,7.72,176.7072,Plywood,000' Sq Feet,"1,873"
18-Aug,5.8,7.94,177.7072,Plywood,000' Sq Feet,"2,316"
18-Sep,5.1,8.12,178.7072,Plywood,000' Sq Feet,"2,476"
18-Oct,6.8,8.81,179.7072,Plywood,000' Sq Feet,"1,087"
18-Nov,6.5,9.13,180.7072,Plywood,000' Sq Feet,"1,147"
18-Dec,6.2,9.73,181.7072,Plywood,000' Sq Feet,"1,367"
19-Jan,7.2,10.66,182.7072,Plywood,000' Sq Feet,"1,950"
19-Feb,8.2,10.49,183.7072,Plywood,000' Sq Feet,"1,987"
19-Mar,9.4,10.67,184.7072,Plywood,000' Sq Feet,"3,138"
19-Apr,8.8,11.18,185.7072,Plywood,000' Sq Feet,"2,279"
19-May,9.1,11.6,186.7072,Plywood,000' Sq Feet,"2,934"
19-Jun,8.9,12.43,187.7072,Plywood,000' Sq Feet,"1,956"
19-Jul,10.3,13.26,188.7072,Plywood,000' Sq Feet,"1,487"
19-Aug,11.6,13.09,189.7072,Plywood,000' Sq Feet,"1,724"
19-Sep,12.6,13.51,190.7072,Plywood,000' Sq Feet,"1,537"
19-Oct,11.1,13.67,191.7072,Plywood,000' Sq Feet,"1,575"
19-Nov,12.3,13.84,192.7072,Plywood,000' Sq Feet,"1,580"
19-Dec,12.4,13.84,193.7072,Plywood,000' Sq Feet,"1,570"
13-Jan,8.1,10.61,110.7072,Tablets,000' No.s,2148766
13-Feb,7.4,10.53,111.7072,Tablets,000' No.s,"2,081,834"
13-Mar,6.6,10.46,112.7072,Tablets,000' No.s,"2,012,513"
13-Apr,5.8,10.51,113.7072,Tablets,000' No.s,"2,043,219"
13-May,5.1,10.65,114.7072,Tablets,000' No.s,"2,053,583"
13-Jun,5.9,10.56,115.7072,Tablets,000' No.s,"2,046,460"
13-Jul,8.3,10.2,116.7072,Tablets,000' No.s,"2,049,956"
13-Aug,8.5,9.69,117.7072,Tablets,000' No.s,"2,036,306"
13-Sep,7.4,9.7,118.7072,Tablets,000' No.s,"2,063,829"
13-Oct,9.1,10.38,119.7072,Tablets,000' No.s,"2,089,258"
13-Nov,10.9,10,120.7072,Tablets,000' No.s,"2,131,868"
13-Dec,9.2,10.54,121.7072,Tablets,000' No.s,"2,112,484"
14-Jan,7.9,11.02,122.7072,Tablets,000' No.s,"2,148,766"
14-Feb,7.9,10.66,123.7072,Tablets,000' No.s,"2,151,104"
14-Mar,8.5,10.53,124.7072,Tablets,000' No.s,"2,151,104"
14-Apr,9.2,10.81,125.7072,Tablets,000' No.s,"2,161,776"
14-May,8.3,10.59,126.7072,Tablets,000' No.s,"2,148,994"
14-Jun,8.2,10.37,127.7072,Tablets,000' No.s,"2,187,087"
14-Jul,7.9,10.38,128.7072,Tablets,000' No.s,"2,129,396"
14-Aug,7,10.33,129.7072,Tablets,000' No.s,"2,130,634"
14-Sep,7.7,10.3,130.7072,Tablets,000' No.s,"2,173,465"
14-Oct,5.8,10.48,131.7072,Tablets,000' No.s,"2,191,527"
14-Nov,4,10.41,132.7072,Tablets,000' No.s,"2,196,559"
14-Dec,4.3,10.28,133.7072,Tablets,000' No.s,"2,209,966"
15-Jan,3.9,10.35,134.7072,Tablets,000' No.s,"2,228,128"
15-Feb,3.2,9.5,135.7072,Tablets,000' No.s,"2,216,573"
15-Mar,2.5,9.31,136.7072,Tablets,000' No.s,"2,243,925"
15-Apr,2.1,8.85,137.7072,Tablets,000' No.s,"2,268,739"
15-May,3.2,8.61,138.7072,Tablets,000' No.s,"2,261,389"
15-Jun,3.2,8.24,139.7072,Tablets,000' No.s,"2,285,584"
15-Jul,1.9,7.88,140.7072,Tablets,000' No.s,"2,205,583"
15-Aug,1.8,7.78,141.7072,Tablets,000' No.s,"2,293,845"
15-Sep,1.3,7.78,142.7072,Tablets,000' No.s,"2,237,906"
15-Oct,1.6,7.57,143.7072,Tablets,000' No.s,"2,240,268"
15-Nov,2.7,7.32,144.7072,Tablets,000' No.s,"2,254,156"
15-Dec,3.2,7.28,145.7072,Tablets,000' No.s,"2,313,929"
16-Jan,3.3,7.15,146.7072,Tablets,000' No.s,"2,346,166"
16-Feb,4,7.28,147.7072,Tablets,000' No.s,"2,298,168"
16-Mar,3.9,7.13,148.7072,Tablets,000' No.s,"2,309,167"
16-Apr,4.2,6.03,149.7072,Tablets,000' No.s,"2,232,324"
16-May,3.2,7.07,150.7072,Tablets,000' No.s,"2,247,079"
16-Jun,3.2,7.15,151.7072,Tablets,000' No.s,"2,259,767"
16-Jul,4.1,6.95,152.7072,Tablets,000' No.s,"2,255,563"
16-Aug,3.6,6.82,153.7072,Tablets,000' No.s,"2,291,843"
16-Sep,3.9,6.9,154.7072,Tablets,000' No.s,"2,379,680"
16-Oct,4.2,6.96,155.7072,Tablets,000' No.s,"2,402,011"
16-Nov,3.8,6.84,156.7072,Tablets,000' No.s,"2,432,829"
16-Dec,3.7,7,157.7072,Tablets,000' No.s,"2,428,890"
17-Jan,3.7,7.09,158.7072,Tablets,000' No.s,"2,451,250"
17-Feb,4.2,6.95,159.7072,Tablets,000' No.s,"2,443,093"
17-Mar,4.9,6.93,160.7072,Tablets,000' No.s,"2,474,975"
17-Apr,4.8,6.9,161.7072,Tablets,000' No.s,"2,494,530"
17-May,5,6.93,162.7072,Tablets,000' No.s,"2,487,648"
17-Jun,3.9,7.07,163.7072,Tablets,000' No.s,"2,472,430"
17-Jul,2.9,7.03,164.7072,Tablets,000' No.s,"2,504,432"
17-Aug,3.4,6.86,165.7072,Tablets,000' No.s,"2,521,934"
17-Sep,3.9,6.92,166.7072,Tablets,000' No.s,"1,985,618"
17-Oct,3.8,7.01,167.7072,Tablets,000' No.s,"2,458,368"
17-Nov,4,7.07,168.7072,Tablets,000' No.s,"2,376,178"
17-Dec,4.6,7.04,169.7072,Tablets,000' No.s,"2,340,349"
18-Jan,4.4,7.11,170.7072,Tablets,000' No.s,"2,283,497"
18-Feb,3.8,7.01,171.7072,Tablets,000' No.s,"2,364,546"
18-Mar,3.2,7,172.7072,Tablets,000' No.s,"2,360,747"
18-Apr,3.7,7.22,173.7072,Tablets,000' No.s,"2,337,628"
18-May,4.2,7.16,174.7072,Tablets,000' No.s,"2,337,942"
18-Jun,5.2,7.45,175.7072,Tablets,000' No.s,"2,168,534"
18-Jul,5.8,7.72,176.7072,Tablets,000' No.s,"2,201,087"
18-Aug,5.8,7.94,177.7072,Tablets,000' No.s,"2,334,067"
18-Sep,5.1,8.12,178.7072,Tablets,000' No.s,"2,234,025"
18-Oct,6.8,8.81,179.7072,Tablets,000' No.s,"2,374,193"
18-Nov,6.5,9.13,180.7072,Tablets,000' No.s,"2,357,386"
18-Dec,6.2,9.73,181.7072,Tablets,000' No.s,"2,329,972"
19-Jan,7.2,10.66,182.7072,Tablets,000' No.s,"2,283,497"
19-Feb,8.2,10.49,183.7072,Tablets,000' No.s,"2,494,549"
19-Mar,9.4,10.67,184.7072,Tablets,000' No.s,"2,506,107"
19-Apr,8.8,11.18,185.7072,Tablets,000' No.s,"2,488,173"
19-May,9.1,11.6,186.7072,Tablets,000' No.s,"2,292,257"
19-Jun,8.9,12.43,187.7072,Tablets,000' No.s,"1,907,120"
19-Jul,10.3,13.26,188.7072,Tablets,000' No.s,"2,173,750"
